 Area , Condition , Age Group , Sex , Year , Rate , Rate CV , Rate_95%_CI_Lower , Rate_95%_CI_Upper , Number , Population 
Prince Edward Island,Diabetes,'1-19',Males,2011,0.73,9.13,0.6,0.87,120,"16,470"
Prince Edward Island,Diabetes,'20-34',Males,2011,1.43,6.9,1.25,1.64,210,"14,650"
Prince Edward Island,Diabetes,'35-49',Males,2011,4.54,3.75,4.21,4.89,710,"15,630"
Prince Edward Island,Diabetes,'50-64',Males,2011,14.12,2.08,13.55,14.71,"2,310","16,360"
Prince Edward Island,Diabetes,'65-79',Males,2011,27.15,2.05,26.07,28.26,"2,370","8,730"
Prince Edward Island,Diabetes,'80+',Males,2011,28.85,3.7,26.8,31.02,730,"2,530"
Prince Edward Island,Diabetes,'1+',Both sexes,2012,8.09,0.9,7.95,8.24,"12,370","152,880"
Prince Edward Island,Diabetes,'1-19',Both sexes,2012,0.59,7.25,0.51,0.68,190,"32,040"
Prince Edward Island,Diabetes,'20-34',Both sexes,2012,1.38,4.94,1.25,1.52,410,"29,750"
Prince Edward Island,Diabetes,'35-49',Both sexes,2012,4.05,2.82,3.83,4.28,"1,260","31,110"
Prince Edward Island,Diabetes,'50-64',Both sexes,2012,12.02,1.57,11.66,12.4,"4,070","33,850"
Prince Edward Island,Diabetes,'65-79',Both sexes,2012,24.16,1.47,23.47,24.87,"4,610","19,080"
Prince Edward Island,Diabetes,'80+',Both sexes,2012,26.03,2.33,24.85,27.24,"1,840","7,070"
Prince Edward Island,Diabetes,'1+',Females,2012,7.33,1.32,7.14,7.52,"5,710","77,950"
Prince Edward Island,Diabetes,'1-19',Females,2012,0.51,11.18,0.4,0.63,80,"15,760"
Prince Edward Island,Diabetes,'20-34',Females,2012,1.28,7.25,1.1,1.47,190,"14,850"
Prince Edward Island,Diabetes,'35-49',Females,2012,3.47,4.26,3.19,3.78,550,"15,830"
Prince Edward Island,Diabetes,'50-64',Females,2012,10.2,2.38,9.73,10.68,"1,760","17,260"
Prince Edward Island,Diabetes,'65-79',Females,2012,20.9,2.21,20,21.82,"2,050","9,810"
Prince Edward Island,Diabetes,'80+',Females,2012,24.27,3.04,22.84,25.76,"1,080","4,450"
Prince Edward Island,Diabetes,'1+',Males,2012,8.89,1.23,8.68,9.1,"6,660","74,930"
Prince Edward Island,Diabetes,'1-19',Males,2012,0.74,9.13,0.61,0.88,120,"16,290"
Prince Edward Island,Diabetes,'20-34',Males,2012,1.41,6.9,1.23,1.61,210,"14,890"
Prince Edward Island,Diabetes,'35-49',Males,2012,4.58,3.78,4.25,4.93,700,"15,280"
Prince Edward Island,Diabetes,'50-64',Males,2012,13.98,2.08,13.42,14.57,"2,320","16,590"
Prince Edward Island,Diabetes,'65-79',Males,2012,27.54,1.98,26.48,28.63,"2,550","9,260"
Prince Edward Island,Diabetes,'80+',Males,2012,29.01,3.63,26.98,31.15,760,"2,620"
Prince Edward Island,Diabetes,'1+',Both sexes,2013,8.35,0.88,8.21,8.5,"12,810","153,390"
Prince Edward Island,Diabetes,'1-19',Both sexes,2013,0.63,7.07,0.55,0.73,200,"31,600"
Prince Edward Island,Diabetes,'20-34',Both sexes,2013,1.38,4.94,1.25,1.52,410,"29,680"
Prince Edward Island,Diabetes,'35-49',Both sexes,2013,4.17,2.8,3.95,4.41,"1,280","30,670"
Prince Edward Island,Diabetes,'50-64',Both sexes,2013,12.12,1.55,11.76,12.5,"4,160","34,310"
Prince Edward Island,Diabetes,'65-79',Both sexes,2013,24.27,1.44,23.59,24.97,"4,840","19,940"
Prince Edward Island,Diabetes,'80+',Both sexes,2013,26.67,2.28,25.49,27.89,"1,920","7,200"
Prince Edward Island,Diabetes,'1+',Females,2013,7.54,1.3,7.35,7.73,"5,890","78,120"
Prince Edward Island,Diabetes,'1-19',Females,2013,0.51,11.18,0.41,0.64,80,"15,570"
Prince Edward Island,Diabetes,'20-34',Females,2013,1.35,7.07,1.17,1.55,200,"14,780"
Prince Edward Island,Diabetes,'35-49',Females,2013,3.55,4.26,3.26,3.86,550,"15,500"
Prince Edward Island,Diabetes,'50-64',Females,2013,10.39,2.34,9.92,10.88,"1,820","17,520"
Prince Edward Island,Diabetes,'65-79',Females,2013,20.89,2.16,20.02,21.8,"2,150","10,290"
Prince Edward Island,Diabetes,'80+',Females,2013,24.5,3.02,23.07,25.99,"1,100","4,490"
Prince Edward Island,Diabetes,'1+',Males,2013,9.18,1.2,8.97,9.4,"6,910","75,250"
Prince Edward Island,Diabetes,'1-19',Males,2013,0.75,9.13,0.62,0.9,120,"16,020"
Prince Edward Island,Diabetes,'20-34',Males,2013,1.41,6.9,1.22,1.61,210,"14,910"
Prince Edward Island,Diabetes,'35-49',Males,2013,4.82,3.7,4.47,5.18,730,"15,160"
Prince Edward Island,Diabetes,'50-64',Males,2013,13.94,2.07,13.38,14.51,"2,340","16,790"
Prince Edward Island,Diabetes,'65-79',Males,2013,27.98,1.92,26.93,29.05,"2,700","9,650"
Prince Edward Island,Diabetes,'80+',Males,2013,30,3.51,27.97,32.14,810,"2,700"
Prince Edward Island,Diabetes,'1+',Both sexes,2014,8.49,0.88,8.34,8.64,"13,040","153,610"
Prince Edward Island,Diabetes,'1-19',Both sexes,2014,0.61,7.25,0.52,0.7,190,"31,300"
Prince Edward Island,Diabetes,'20-34',Both sexes,2014,1.35,5,1.22,1.49,400,"29,660"
Prince Edward Island,Diabetes,'35-49',Both sexes,2014,4.33,2.77,4.1,4.57,"1,300","30,030"
Prince Edward Island,Diabetes,'50-64',Both sexes,2014,11.95,1.55,11.59,12.32,"4,140","34,630"
Prince Edward Island,Diabetes,'65-79',Both sexes,2014,24.53,1.4,23.86,25.21,"5,110","20,830"
Prince Edward Island,Diabetes,'80+',Both sexes,2014,26.68,2.29,25.49,27.9,"1,910","7,160"
Prince Edward Island,Diabetes,'1+',Females,2014,7.64,1.29,7.45,7.84,"5,980","78,280"
Prince Edward Island,Diabetes,'1-19',Females,2014,0.45,11.95,0.35,0.57,70,"15,430"
Prince Edward Island,Diabetes,'20-34',Females,2014,1.29,7.25,1.11,1.48,190,"14,770"
Prince Edward Island,Diabetes,'35-49',Females,2014,3.68,4.23,3.39,4,560,"15,200"
Prince Edward Island,Diabetes,'50-64',Females,2014,10.24,2.35,9.78,10.73,"1,810","17,670"
Prince Edward Island,Diabetes,'65-79',Females,2014,20.89,2.11,20.04,21.77,"2,250","10,770"
Prince Edward Island,Diabetes,'80+',Females,2014,24.6,3.03,23.17,26.11,"1,090","4,430"
Prince Edward Island,Diabetes,'1+',Males,2014,9.37,1.19,9.15,9.59,"7,060","75,330"
Prince Edward Island,Diabetes,'1-19',Males,2014,0.69,9.53,0.57,0.84,110,"15,860"
Prince Edward Island,Diabetes,'20-34',Males,2014,1.48,6.74,1.29,1.69,220,"14,890"
Prince Edward Island,Diabetes,'35-49',Males,2014,4.93,3.7,4.57,5.3,730,"14,820"
Prince Edward Island,Diabetes,'50-64',Males,2014,13.73,2.07,13.18,14.3,"2,330","16,970"
Prince Edward Island,Diabetes,'65-79',Males,2014,28.36,1.87,27.33,29.42,"2,850","10,050"
Prince Edward Island,Diabetes,'80+',Males,2014,30.29,3.47,28.27,32.42,830,"2,740"
Prince Edward Island,Diabetes,'1+',Both sexes,2015,8.79,0.86,8.64,8.94,"13,500","153,640"
Prince Edward Island,Diabetes,'1-19',Both sexes,2015,0.58,7.45,0.5,0.67,180,"31,110"
Prince Edward Island,Diabetes,'20-34',Both sexes,2015,1.43,4.88,1.3,1.58,420,"29,310"
Prince Edward Island,Diabetes,'35-49',Both sexes,2015,4.47,2.74,4.23,4.72,"1,330","29,740"
Prince Edward Island,Diabetes,'50-64',Both sexes,2015,12.34,1.53,11.98,12.72,"4,280","34,670"
Prince Edward Island,Diabetes,'65-79',Both sexes,2015,24.72,1.37,24.06,25.39,"5,340","21,600"
Prince Edward Island,Diabetes,'80+',Both sexes,2015,27.01,2.26,25.82,28.23,"1,950","7,220"
Prince Edward Island,Diabetes,'1+',Females,2015,7.85,1.28,7.66,8.05,"6,150","78,300"
Prince Edward Island,Diabetes,'1-19',Females,2015,0.46,11.95,0.36,0.58,70,"15,290"
Prince Edward Island,Diabetes,'20-34',Females,2015,1.23,7.45,1.06,1.42,180,"14,630"
Prince Edward Island,Diabetes,'35-49',Females,2015,3.91,4.12,3.6,4.24,590,"15,100"
Prince Edward Island,Diabetes,'50-64',Females,2015,10.58,2.31,10.11,11.07,"1,870","17,670"
Prince Edward Island,Diabetes,'65-79',Females,2015,20.95,2.07,20.11,21.82,"2,340","11,170"
Prince Edward Island,Diabetes,'80+',Females,2015,24.72,3.02,23.28,26.22,"1,100","4,450"
Prince Edward Island,Diabetes,'1+',Males,2015,9.74,1.17,9.52,9.97,"7,340","75,340"
Prince Edward Island,Diabetes,'1-19',Males,2015,0.7,9.53,0.57,0.84,110,"15,810"
Prince Edward Island,Diabetes,'20-34',Males,2015,1.57,6.59,1.37,1.78,230,"14,680"
Prince Edward Island,Diabetes,'35-49',Males,2015,5.12,3.65,4.76,5.5,750,"14,650"
Prince Edward Island,Diabetes,'50-64',Males,2015,14.12,2.04,13.56,14.69,"2,400","17,000"
Prince Edward Island,Diabetes,'65-79',Males,2015,28.76,1.83,27.74,29.81,"3,000","10,430"
Prince Edward Island,Diabetes,'80+',Males,2015,30.69,3.43,28.66,32.82,850,"2,770"
Nova Scotia,Diabetes,'1+',Both sexes,2000,6.64,0.46,6.58,6.7,"48,160","725,260"
Nova Scotia,Diabetes,'20-34',Both sexes,2000,0.95,2.34,0.9,0.99,"1,820","192,080"
Nova Scotia,Diabetes,'35-49',Both sexes,2000,2.82,1.23,2.75,2.89,"6,630","234,950"
Nova Scotia,Diabetes,'50-64',Both sexes,2000,9.76,0.79,9.61,9.92,"16,070","164,570"
Nova Scotia,Diabetes,'65-79',Both sexes,2000,17.88,0.77,17.61,18.15,"17,050","95,360"
Nova Scotia,Diabetes,'80+',Both sexes,2000,17.22,1.23,16.81,17.64,"6,600","38,330"
Nova Scotia,Diabetes,'1+',Females,2000,6.24,0.65,6.16,6.32,"23,610","378,360"
Nova Scotia,Diabetes,'20-34',Females,2000,1,3.19,0.94,1.06,980,"97,970"
Nova Scotia,Diabetes,'35-49',Females,2000,2.68,1.76,2.59,2.78,"3,230","120,480"
Nova Scotia,Diabetes,'50-64',Females,2000,8.5,1.19,8.3,8.7,"7,040","82,800"
Nova Scotia,Diabetes,'65-79',Females,2000,16.15,1.09,15.81,16.5,"8,360","51,760"
Nova Scotia,Diabetes,'80+',Females,2000,15.81,1.58,15.33,16.31,"4,010","25,360"
Nova Scotia,Diabetes,'1+',Males,2000,7.08,0.64,6.99,7.17,"24,550","346,900"
Nova Scotia,Diabetes,'20-34',Males,2000,0.88,3.47,0.82,0.94,830,"94,090"
Nova Scotia,Diabetes,'35-49',Males,2000,2.97,1.71,2.87,3.07,"3,400","114,470"
Nova Scotia,Diabetes,'50-64',Males,2000,11.04,1.05,10.82,11.27,"9,030","81,760"
Nova Scotia,Diabetes,'65-79',Males,2000,19.91,1.07,19.5,20.34,"8,680","43,590"
Nova Scotia,Diabetes,'80+',Males,2000,20.05,1.96,19.28,20.83,"2,600","12,970"
Nova Scotia,Diabetes,'1+',Both sexes,2001,7.09,0.44,7.03,7.15,"51,850","731,030"
Nova Scotia,Diabetes,'20-34',Both sexes,2001,0.99,2.31,0.94,1.03,"1,880","190,140"
Nova Scotia,Diabetes,'35-49',Both sexes,2001,3.08,1.17,3.01,3.15,"7,250","235,160"
Nova Scotia,Diabetes,'50-64',Both sexes,2001,10.24,0.76,10.09,10.39,"17,440","170,330"
Nova Scotia,Diabetes,'65-79',Both sexes,2001,18.9,0.74,18.62,19.17,"18,110","95,840"
Nova Scotia,Diabetes,'80+',Both sexes,2001,18.11,1.18,17.69,18.53,"7,160","39,540"
Nova Scotia,Diabetes,'1+',Females,2001,6.65,0.63,6.57,6.74,"25,350","380,990"
Nova Scotia,Diabetes,'20-34',Females,2001,1.04,3.15,0.98,1.11,"1,010","96,850"
Nova Scotia,Diabetes,'35-49',Females,2001,2.95,1.68,2.85,3.04,"3,550","120,510"
Nova Scotia,Diabetes,'50-64',Females,2001,8.89,1.14,8.69,9.09,"7,630","85,810"
Nova Scotia,Diabetes,'65-79',Females,2001,17.03,1.07,16.67,17.39,"8,810","51,740"
Nova Scotia,Diabetes,'80+',Females,2001,16.65,1.52,16.16,17.15,"4,340","26,070"
Nova Scotia,Diabetes,'1+',Males,2001,7.57,0.61,7.48,7.66,"26,500","350,040"
Nova Scotia,Diabetes,'20-34',Males,2001,0.94,3.37,0.88,1.01,880,"93,300"
Nova Scotia,Diabetes,'35-49',Males,2001,3.22,1.65,3.12,3.32,"3,690","114,650"
Nova Scotia,Diabetes,'50-64',Males,2001,11.62,1.01,11.39,11.85,"9,820","84,530"
Nova Scotia,Diabetes,'65-79',Males,2001,21.11,1.04,20.68,21.54,"9,310","44,110"
Nova Scotia,Diabetes,'80+',Males,2001,20.95,1.88,20.18,21.74,"2,820","13,460"
Nova Scotia,Diabetes,'1+',Both sexes,2002,7.52,0.42,7.46,7.59,"55,490","737,520"
Nova Scotia,Diabetes,'20-34',Both sexes,2002,1.04,2.25,1,1.09,"1,970","189,040"
Nova Scotia,Diabetes,'35-49',Both sexes,2002,3.3,1.14,3.22,3.37,"7,750","235,020"
Nova Scotia,Diabetes,'50-64',Both sexes,2002,10.73,0.73,10.57,10.88,"18,920","176,410"
Nova Scotia,Diabetes,'65-79',Both sexes,2002,19.81,0.72,19.53,20.09,"19,150","96,680"
Nova Scotia,Diabetes,'80+',Both sexes,2002,19.07,1.14,18.65,19.5,"7,700","40,380"
Nova Scotia,Diabetes,'1+',Females,2002,7.05,0.61,6.97,7.13,"27,070","384,030"
Nova Scotia,Diabetes,'20-34',Females,2002,1.11,3.06,1.05,1.18,"1,070","96,150"
Nova Scotia,Diabetes,'35-49',Females,2002,3.15,1.62,3.05,3.25,"3,790","120,450"
Nova Scotia,Diabetes,'50-64',Females,2002,9.31,1.1,9.11,9.51,"8,280","88,980"
Nova Scotia,Diabetes,'65-79',Females,2002,17.82,1.04,17.46,18.19,"9,250","51,910"
Nova Scotia,Diabetes,'80+',Females,2002,17.63,1.46,17.13,18.14,"4,680","26,550"
Nova Scotia,Diabetes,'1+',Males,2002,8.04,0.59,7.95,8.13,"28,420","353,500"
Nova Scotia,Diabetes,'20-34',Males,2002,0.98,3.31,0.92,1.05,910,"92,890"
Nova Scotia,Diabetes,'35-49',Males,2002,3.46,1.59,3.35,3.57,"3,960","114,570"
Nova Scotia,Diabetes,'50-64',Males,2002,12.17,0.97,11.94,12.4,"10,640","87,430"
Nova Scotia,Diabetes,'65-79',Males,2002,22.11,1.01,21.68,22.55,"9,900","44,770"
Nova Scotia,Diabetes,'80+',Males,2002,21.76,1.82,20.99,22.56,"3,010","13,830"
Nova Scotia,Diabetes,'1+',Both sexes,2003,7.91,0.41,7.84,7.97,"58,900","744,950"
Nova Scotia,Diabetes,'20-34',Both sexes,2003,1.07,2.22,1.03,1.12,"2,030","189,400"
Nova Scotia,Diabetes,'35-49',Both sexes,2003,3.53,1.1,3.45,3.6,"8,250","233,960"
Nova Scotia,Diabetes,'50-64',Both sexes,2003,11.11,0.7,10.96,11.27,"20,290","182,570"
Nova Scotia,Diabetes,'65-79',Both sexes,2003,20.67,0.7,20.39,20.96,"20,270","98,070"
Nova Scotia,Diabetes,'80+',Both sexes,2003,19.67,1.11,19.25,20.11,"8,060","40,970"
Nova Scotia,Diabetes,'1+',Females,2003,7.4,0.59,7.32,7.49,"28,680","387,450"
Nova Scotia,Diabetes,'20-34',Females,2003,1.14,3.02,1.08,1.21,"1,100","96,210"
Nova Scotia,Diabetes,'35-49',Females,2003,3.38,1.57,3.28,3.49,"4,050","119,760"
Nova Scotia,Diabetes,'50-64',Females,2003,9.68,1.06,9.48,9.88,"8,920","92,150"
Nova Scotia,Diabetes,'65-79',Females,2003,18.57,1.01,18.2,18.94,"9,740","52,450"
Nova Scotia,Diabetes,'80+',Females,2003,18.09,1.43,17.59,18.61,"4,860","26,860"
Nova Scotia,Diabetes,'1+',Males,2003,8.46,0.58,8.36,8.55,"30,230","357,520"
Nova Scotia,Diabetes,'20-34',Males,2003,1,3.28,0.93,1.06,930,"93,190"
Nova Scotia,Diabetes,'35-49',Males,2003,3.68,1.54,3.57,3.79,"4,200","114,200"
Nova Scotia,Diabetes,'50-64',Males,2003,12.58,0.94,12.35,12.81,"11,370","90,410"
Nova Scotia,Diabetes,'65-79',Males,2003,23.08,0.97,22.64,23.53,"10,530","45,620"
Nova Scotia,Diabetes,'80+',Males,2003,22.64,1.77,21.86,23.44,"3,190","14,090"
Nova Scotia,Diabetes,'1+',Both sexes,2004,8.33,0.4,8.27,8.4,"62,710","752,440"
Nova Scotia,Diabetes,'20-34',Both sexes,2004,1.11,2.18,1.07,1.16,"2,110","189,480"
Nova Scotia,Diabetes,'35-49',Both sexes,2004,3.75,1.07,3.68,3.83,"8,730","232,530"
Nova Scotia,Diabetes,'50-64',Both sexes,2004,11.59,0.67,11.43,11.74,"21,960","189,520"
Nova Scotia,Diabetes,'65-79',Both sexes,2004,21.58,0.68,21.29,21.87,"21,420","99,280"
Nova Scotia,Diabetes,'80+',Both sexes,2004,20.42,1.08,19.99,20.86,"8,500","41,630"
Nova Scotia,Diabetes,'1+',Females,2004,7.78,0.57,7.7,7.87,"30,430","390,970"
Nova Scotia,Diabetes,'20-34',Females,2004,1.17,2.99,1.1,1.24,"1,120","96,130"
Nova Scotia,Diabetes,'35-49',Females,2004,3.56,1.54,3.46,3.67,"4,240","118,950"
Nova Scotia,Diabetes,'50-64',Females,2004,10.1,1.02,9.9,10.3,"9,670","95,730"
Nova Scotia,Diabetes,'65-79',Females,2004,19.46,0.99,19.09,19.84,"10,300","52,930"
Nova Scotia,Diabetes,'80+',Females,2004,18.69,1.4,18.18,19.21,"5,090","27,230"
Nova Scotia,Diabetes,'1+',Males,2004,8.93,0.56,8.84,9.03,"32,290","361,480"
Nova Scotia,Diabetes,'20-34',Males,2004,1.06,3.18,1,1.13,990,"93,350"
Nova Scotia,Diabetes,'35-49',Males,2004,3.95,1.49,3.84,4.07,"4,490","113,580"
Nova Scotia,Diabetes,'50-64',Males,2004,13.1,0.9,12.87,13.34,"12,290","93,790"
Nova Scotia,Diabetes,'65-79',Males,2004,23.97,0.95,23.53,24.42,"11,110","46,350"
Nova Scotia,Diabetes,'80+',Males,2004,23.66,1.71,22.88,24.47,"3,410","14,410"
Nova Scotia,Diabetes,'1+',Both sexes,2005,8.75,0.39,8.69,8.82,"66,460","759,140"
Nova Scotia,Diabetes,'20-34',Both sexes,2005,1.15,2.15,1.1,1.2,"2,160","188,500"
Nova Scotia,Diabetes,'35-49',Both sexes,2005,3.96,1.04,3.88,4.04,"9,170","231,650"
Nova Scotia,Diabetes,'50-64',Both sexes,2005,12,0.65,11.85,12.16,"23,500","195,810"
Nova Scotia,Diabetes,'65-79',Both sexes,2005,22.41,0.66,22.12,22.7,"22,630","100,990"
Nova Scotia,Diabetes,'80+',Both sexes,2005,21.32,1.05,20.88,21.76,"8,990","42,170"
Nova Scotia,Diabetes,'1+',Females,2005,8.18,0.56,8.09,8.27,"32,230","394,170"
Nova Scotia,Diabetes,'20-34',Females,2005,1.21,2.94,1.14,1.29,"1,160","95,580"
Nova Scotia,Diabetes,'35-49',Females,2005,3.73,1.5,3.62,3.84,"4,420","118,450"
Nova Scotia,Diabetes,'50-64',Females,2005,10.52,0.98,10.31,10.72,"10,420","99,090"
Nova Scotia,Diabetes,'65-79',Females,2005,20.22,0.96,19.84,20.6,"10,830","53,560"
Nova Scotia,Diabetes,'80+',Females,2005,19.65,1.36,19.13,20.18,"5,400","27,480"
Nova Scotia,Diabetes,'1+',Males,2005,9.38,0.54,9.28,9.48,"34,220","364,960"
Nova Scotia,Diabetes,'20-34',Males,2005,1.08,3.16,1.01,1.15,"1,000","92,920"
Nova Scotia,Diabetes,'35-49',Males,2005,4.2,1.45,4.09,4.33,"4,760","113,210"
Nova Scotia,Diabetes,'50-64',Males,2005,13.53,0.87,13.3,13.77,"13,090","96,730"
Nova Scotia,Diabetes,'65-79',Males,2005,24.89,0.92,24.45,25.35,"11,810","47,440"
Nova Scotia,Diabetes,'80+',Males,2005,24.44,1.67,23.65,25.25,"3,590","14,690"
Nova Scotia,Diabetes,'1+',Both sexes,2006,9.26,0.38,9.19,9.32,"70,860","765,580"
Nova Scotia,Diabetes,'20-34',Both sexes,2006,1.21,2.1,1.16,1.26,"2,260","186,820"
Nova Scotia,Diabetes,'35-49',Both sexes,2006,4.15,1.02,4.06,4.23,"9,550","230,310"
Nova Scotia,Diabetes,'50-64',Both sexes,2006,12.53,0.63,12.38,12.69,"25,330","202,100"
Nova Scotia,Diabetes,'65-79',Both sexes,2006,23.28,0.64,22.99,23.58,"24,080","103,440"
Nova Scotia,Diabetes,'80+',Both sexes,2006,22.49,1.02,22.04,22.94,"9,650","42,910"
Nova Scotia,Diabetes,'1+',Females,2006,8.63,0.54,8.54,8.72,"34,310","397,470"
Nova Scotia,Diabetes,'20-34',Females,2006,1.25,2.91,1.18,1.32,"1,180","94,760"
Nova Scotia,Diabetes,'35-49',Females,2006,3.93,1.47,3.82,4.04,"4,630","117,830"
Nova Scotia,Diabetes,'50-64',Females,2006,10.98,0.94,10.78,11.18,"11,230","102,290"
Nova Scotia,Diabetes,'65-79',Females,2006,21.04,0.93,20.66,21.43,"11,490","54,600"
Nova Scotia,Diabetes,'80+',Females,2006,20.66,1.32,20.14,21.2,"5,780","27,970"
Nova Scotia,Diabetes,'1+',Males,2006,9.93,0.52,9.83,10.03,"36,550","368,110"
Nova Scotia,Diabetes,'20-34',Males,2006,1.17,3.04,1.1,1.25,"1,080","92,050"
Nova Scotia,Diabetes,'35-49',Males,2006,4.37,1.43,4.25,4.5,"4,920","112,470"
Nova Scotia,Diabetes,'50-64',Males,2006,14.13,0.84,13.89,14.36,"14,100","99,820"
Nova Scotia,Diabetes,'65-79',Males,2006,25.77,0.89,25.32,26.23,"12,590","48,850"
Nova Scotia,Diabetes,'80+',Males,2006,25.87,1.61,25.06,26.7,"3,860","14,920"
Nova Scotia,Diabetes,'1+',Both sexes,2007,9.65,0.37,9.58,9.72,"74,340","770,310"
Nova Scotia,Diabetes,'20-34',Both sexes,2007,1.27,2.06,1.22,1.32,"2,350","185,010"
Nova Scotia,Diabetes,'35-49',Both sexes,2007,4.29,1.01,4.2,4.37,"9,740","227,290"
Nova Scotia,Diabetes,'50-64',Both sexes,2007,12.8,0.61,12.65,12.95,"26,650","208,200"
Nova Scotia,Diabetes,'65-79',Both sexes,2007,23.84,0.63,23.55,24.14,"25,360","106,360"
Nova Scotia,Diabetes,'80+',Both sexes,2007,23.57,0.99,23.12,24.03,"10,240","43,440"
Nova Scotia,Diabetes,'1+',Females,2007,8.97,0.53,8.88,9.07,"35,900","400,060"
Nova Scotia,Diabetes,'20-34',Females,2007,1.29,2.87,1.21,1.36,"1,210","94,080"
Nova Scotia,Diabetes,'35-49',Females,2007,4.05,1.46,3.93,4.16,"4,710","116,390"
Nova Scotia,Diabetes,'50-64',Females,2007,11.23,0.92,11.03,11.43,"11,840","105,440"
Nova Scotia,Diabetes,'65-79',Females,2007,21.59,0.91,21.21,21.98,"12,080","55,940"
Nova Scotia,Diabetes,'80+',Females,2007,21.49,1.28,20.95,22.04,"6,060","28,200"
Nova Scotia,Diabetes,'1+',Males,2007,10.38,0.51,10.28,10.49,"38,440","370,260"
Nova Scotia,Diabetes,'20-34',Males,2007,1.25,2.96,1.18,1.33,"1,140","90,930"
Nova Scotia,Diabetes,'35-49',Males,2007,4.54,1.41,4.41,4.66,"5,030","110,900"
Nova Scotia,Diabetes,'50-64',Males,2007,14.42,0.82,14.19,14.65,"14,820","102,770"
Nova Scotia,Diabetes,'65-79',Males,2007,26.34,0.87,25.89,26.79,"13,280","50,420"
Nova Scotia,Diabetes,'80+',Males,2007,27.43,1.55,26.6,28.27,"4,180","15,240"
Nova Scotia,Diabetes,'1+',Both sexes,2008,10.06,0.36,9.99,10.13,"78,250","778,060"
Nova Scotia,Diabetes,'20-34',Both sexes,2008,1.29,2.05,1.24,1.34,"2,390","185,090"
Nova Scotia,Diabetes,'35-49',Both sexes,2008,4.44,1,4.36,4.53,"10,000","225,090"
Nova Scotia,Diabetes,'50-64',Both sexes,2008,13.07,0.6,12.92,13.23,"27,960","213,890"
Nova Scotia,Diabetes,'65-79',Both sexes,2008,24.53,0.61,24.24,24.83,"26,920","109,740"
Nova Scotia,Diabetes,'80+',Both sexes,2008,24.8,0.95,24.33,25.27,"10,970","44,240"
Nova Scotia,Diabetes,'1+',Females,2008,9.32,0.52,9.22,9.41,"37,610","403,690"
Nova Scotia,Diabetes,'20-34',Females,2008,1.27,2.9,1.2,1.34,"1,190","93,840"
Nova Scotia,Diabetes,'35-49',Females,2008,4.21,1.44,4.09,4.33,"4,850","115,150"
Nova Scotia,Diabetes,'50-64',Females,2008,11.42,0.9,11.22,11.62,"12,390","108,510"
Nova Scotia,Diabetes,'65-79',Females,2008,22.07,0.89,21.69,22.46,"12,710","57,590"
Nova Scotia,Diabetes,'80+',Females,2008,22.6,1.24,22.05,23.15,"6,460","28,590"
Nova Scotia,Diabetes,'1+',Males,2008,10.86,0.5,10.75,10.96,"40,650","374,370"
Nova Scotia,Diabetes,'20-34',Males,2008,1.32,2.89,1.24,1.39,"1,200","91,250"
Nova Scotia,Diabetes,'35-49',Males,2008,4.68,1.39,4.56,4.81,"5,150","109,940"
Nova Scotia,Diabetes,'50-64',Males,2008,14.78,0.8,14.55,15.01,"15,570","105,370"
Nova Scotia,Diabetes,'65-79',Males,2008,27.26,0.84,26.81,27.71,"14,220","52,170"
Nova Scotia,Diabetes,'80+',Males,2008,28.84,1.49,28,29.69,"4,510","15,640"
Nova Scotia,Diabetes,'1+',Both sexes,2009,10.52,0.35,10.45,10.59,"82,710","786,280"
Nova Scotia,Diabetes,'20-34',Both sexes,2009,1.33,2.01,1.28,1.38,"2,470","186,080"
Nova Scotia,Diabetes,'35-49',Both sexes,2009,4.65,0.98,4.56,4.74,"10,350","222,580"
Nova Scotia,Diabetes,'50-64',Both sexes,2009,13.49,0.58,13.34,13.65,"29,620","219,530"
Nova Scotia,Diabetes,'65-79',Both sexes,2009,25.31,0.59,25.02,25.6,"28,660","113,240"
Nova Scotia,Diabetes,'80+',Both sexes,2009,25.9,0.93,25.43,26.37,"11,620","44,870"
Nova Scotia,Diabetes,'1+',Females,2009,9.73,0.5,9.63,9.82,"39,620","407,400"
Nova Scotia,Diabetes,'20-34',Females,2009,1.31,2.85,1.24,1.38,"1,230","94,060"
Nova Scotia,Diabetes,'35-49',Females,2009,4.43,1.41,4.31,4.55,"5,040","113,800"
Nova Scotia,Diabetes,'50-64',Females,2009,11.79,0.87,11.59,11.99,"13,150","111,540"
Nova Scotia,Diabetes,'65-79',Females,2009,22.64,0.86,22.25,23.02,"13,400","59,200"
Nova Scotia,Diabetes,'80+',Females,2009,23.63,1.21,23.07,24.2,"6,810","28,820"
Nova Scotia,Diabetes,'1+',Males,2009,11.37,0.48,11.27,11.48,"43,090","378,880"
